title_pt;title_en;year;rating;genre;sinopse;sinopse_clean;title_pt_encoded;Cluster
Barbie;Barbie;2023;7.4;Aventura;Viver na Terra da Barbie é ser um ser perfeito em um lugar perfeito. A menos que você tenha uma crise existencial completa. Ou que você seja um Ken.;Viver Terra Barbie perfeito lugar perfeito. A menos crise existencial completa. Ou Ken.;39;8
Um Sonho de Liberdade;1. The Shawshank Redemption;1994;9.3;Drama;Dois homens presos se reúnem ao longo de vários anos, encontrando consolo e eventual redenção através de atos de decência comum.;Dois homens presos reúnem longo vários anos, encontrando consolo eventual redenção através atos decência comum.;236;3
O Poderoso Chefão;2. The Godfather;1972;9.2;Policial;O patriarca idoso de uma dinastia do crime organizado transfere o controle de seu império clandestino para seu filho relutante.;O patriarca idoso dinastia crime organizado transfere controle império clandestino filho relutante.;157;2
Batman: O Cavaleiro das Trevas;3. The Dark Knight;2008;9.0;Ação;Quando a ameaça conhecida como O Coringa surge de seu passado, causa estragos e caos nas pessoas de Gotham. O Cavaleiro das Trevas deve aceitar um dos maiores testes para combater a injustiça.;Quando ameaça conhecida O Coringa surge passado, causa estragos caos pessoas Gotham. O Cavaleiro Trevas deve aceitar maiores testes combater injustiça.;43;7
O Poderoso Chefão II;4. The Godfather Part II;1974;9.0;Policial;Em 1950, Michael Corleone, agora à frente da família, tenta expandir o negócio do crime a Las Vegas, Los Angeles e Cuba. Paralelamente, é revelada a história de Vito Corleone, e de como saiu da Sicília e chegou a Nova Iorque.;Em 1950, Michael Corleone, agora frente família, tenta expandir negócio crime Las Vegas, Los Angeles Cuba. Paralelamente, revelada história Vito Corleone, saiu Sicília chegou Nova Iorque.;158;4
12 Homens e uma Sentença;5. 12 Angry Men;1957;9.0;Policial;O julgamento de um assassinato em Nova Iorque é frustrado por um único membro, cujo ceticismo força o júri a considerar cuidadosamente as evidências antes de dar o veredito.;O julgamento assassinato Nova Iorque frustrado único membro, cujo ceticismo força júri considerar cuidadosamente evidências antes dar veredito.;2;8
A Lista de Schindler;6. Schindler's List;1993;9.0;Biografia;Na Polônia ocupada pelos alemães durante a Segunda Guerra Mundial, o industrial Oskar Schindler começa a ser preocupar com seus trabalhadores judeus depois de testemunhar sua perseguição pelos nazistas.;Na Polônia ocupada alemães durante Segunda Guerra Mundial, industrial Oskar Schindler começa preocupar trabalhadores judeus testemunhar perseguição nazistas.;12;1
O Senhor dos Anéis: O Retorno do Rei;7. The Lord of the Rings: The Return of the King;2003;9.0;Ação;Gandalf e Aragorn lideram o Mundo dos Homens contra o exército de Sauron para desviar o olhar de Frodo e Sam quando eles se aproximam á Montanha da Perdição com o Um Anel.;Gandalf Aragorn lideram Mundo Homens contra exército Sauron desviar olhar Frodo Sam aproximam á Montanha Perdição Um Anel.;167;0
Pulp Fiction - Tempo de Violência;8. Pulp Fiction;1994;8.9;Policial;As vidas de dois assassinos da máfia, um boxeador, um gângster e sua esposa, e um par de bandidos se entrelaçam em quatro histórias de violência e redenção.;As vidas dois assassinos máfia, boxeador, gângster esposa, par bandidos entrelaçam quatro histórias violência redenção.;196;2
O Senhor dos Anéis: A Sociedade do Anel;9. The Lord of the Rings: The Fellowship of the Ring;2001;8.8;Ação;Um manso hobbit do Condado e oito companheiros partem em uma jornada para destruir o poderoso Um Anel e salvar a Terra-média das Trevas.;Um manso hobbit Condado oito companheiros partem jornada destruir poderoso Um Anel salvar Terra-média Trevas.;165;6
Três Homens em Conflito;10. The Good, the Bad and the Ugly;1966;8.8;Aventura;Um impostor se junta com dois homens para encontrar fortuna num remoto cemitério.;Um impostor junta dois homens encontrar fortuna remoto cemitério.;231;3
Forrest Gump: O Contador de Histórias;11. Forrest Gump;1994;8.8;Drama;Os governos dos presidentes Kennedy e Johnson, os eventos do Vietnã e Watergate e outras histórias são mostradas através da perspectiva de um homem do Alabama com baixo quociente intelectual.;Os governos presidentes Kennedy Johnson, eventos Vietnã Watergate outras histórias mostradas através perspectiva homem Alabama baixo quociente intelectual.;83;1
Clube da Luta;12. Fight Club;1999;8.8;Drama;Um trabalhador de escritório e um fabricante de sabonetes formam um clube de luta clandestino que evolui para algo muito maior.;Um trabalhador escritório fabricante sabonetes formam clube luta clandestino evolui algo maior.;57;7
O Senhor dos Anéis: As Duas Torres;13. The Lord of the Rings: The Two Towers;2002;8.8;Ação;Enquanto Frodo e Sam estão perto de Mordor com a ajuda de Gollum, a divida comunhão luta contra Saruman e os Isengards.;Enquanto Frodo Sam perto Mordor ajuda Gollum, divida comunhão luta contra Saruman Isengards.;166;0
A Origem;14. Inception;2010;8.8;Ação;Um ladrão que rouba segredos corporativos através da tecnologia de entrar no subconsciente recebe a tarefa inversa de plantar uma idéia na mente do diretor de uma grande empresa.;Um ladrão rouba segredos corporativos através tecnologia entrar subconsciente recebe tarefa inversa plantar idéia mente diretor grande empresa.;16;7
Star Wars: Episódio V - O Império Contra-Ataca;15. Star Wars: Episode V - The Empire Strikes Back;1980;8.7;Ação;Os rebeldes derrotaram o Império no planeta congelado Hoth. Luke Skywalker começa a treinar como um Jedi com Yoda, enquanto seus amigos são perseguidos por Darth Vader.;Os rebeldes derrotaram Império planeta congelado Hoth. Luke Skywalker começa treinar Jedi Yoda, enquanto amigos perseguidos Darth Vader.;221;5
Homem-Aranha: Através do Aranhaverso;16. Spider-Man: Across the Spider-Verse;2023;8.8;Animação;Miles Morales, o amigão da vizinhança Homem-Aranha, é transporado através do multiverso para unir forças com Gwen Stacy e um novo time de Pessoas-Aranha para enfrentar um vilão mais poderoso do que qualquer coisa que já tenham encontrado.;Miles Morales, amigão vizinhança Homem-Aranha, transporado através multiverso unir forças Gwen Stacy novo time Pessoas-Aranha enfrentar vilão poderoso qualquer coisa encontrado.;97;6
Matrix;17. The Matrix;1999;8.7;Ação;Um hacker aprende com os misteriosos rebeldes sobre a verdadeira natureza de sua realidade e seu papel na guerra contra seus controladores.;Um hacker aprende misteriosos rebeldes sobre verdadeira natureza realidade papel guerra contra controladores.;123;8
Os Bons Companheiros;18. Goodfellas;1990;8.7;Biografia;A historia do Henry Hill e sua vida na máfia, sua relação com sua esposa Karen Hill e seus colegas da máfia Jimmy Conway e Tommy DeVito no sindicato italo-americano do crime.;A historia Henry Hill vida máfia, relação esposa Karen Hill colegas máfia Jimmy Conway Tommy DeVito sindicato italo-americano crime.;178;5
Um Estranho no Ninho;19. One Flew Over the Cuckoo's Nest;1975;8.7;Drama;Um criminoso alega insanidade para ser enviado a um centro de saúde mental, onde se rebela contra a opressiva enfermeira e mobiliza os pacientes a quem ela atemoriza.;Um criminoso alega insanidade enviado centro saúde mental, onde rebela contra opressiva enfermeira mobiliza pacientes atemoriza.;235;2
Seven: Os Sete Crimes Capitais;20. Se7en;1995;8.6;Policial;Dois detetives, um novato e um veterano, perseguem um assassino em série que usa os sete pecados capitais como motivos.;Dois detetives, novato veterano, perseguem assassino série usa sete pecados capitais motivos.;214;2
A Felicidade Não se Compra;21. It's a Wonderful Life;1946;8.6;Drama;Um anjo é enviado dos céus para ajudar um homem de negócios desesperado em sua frustração, e mostra a ele como seria a vida se nunca tivesse existido.;Um anjo enviado céus ajudar homem negócios desesperado frustração, mostra vida nunca existido.;10;3
Os Sete Samurais;22. Seven Samurai;1954;8.6;Ação;Uma aldeia pobre sob a ameaça de bandidos recruta sete samurais para ajudá-los a se defenderem.;Uma aldeia pobre sob ameaça bandidos recruta sete samurais ajudá-los defenderem.;185;8
O Silêncio dos Inocentes;23. The Silence of the Lambs;1991;8.6;Policial;Uma jovem deve receber a ajuda de um assassino canibal manipulador e preso para ajudar a capturar outro assassino em série, um louco que ataca suas vítimas.;Uma jovem deve receber ajuda assassino canibal manipulador preso ajudar capturar outro assassino série, louco ataca vítimas.;170;6
Interestelar;24. Interstellar;2014;8.7;Aventura;Uma equipe de exploradores viaja através de um buraco de minhoca no espaço, na tentativa de garantir a sobrevivência da humanidade.;Uma equipe exploradores viaja através buraco minhoca espaço, tentativa garantir sobrevivência humanidade.;104;2
O Resgate do Soldado Ryan;25. Saving Private Ryan;1998;8.6;Drama;Depois de chegar a Normandía, um grupo de soldados precisam encontrar ao unico irmão vivo de tres que morreram na guerra.;Depois chegar Normandía, grupo soldados precisam encontrar unico irmão vivo tres morreram guerra.;162;8
Cidade de Deus;26. City of God;2002;8.6;Policial;Os caminhos de duas crianças divergem nas favelas do Rio, enquanto um se esforça para se tornar um fotógrafo e o outro um chefe do tráfico.;Os caminhos duas crianças divergem favelas Rio, enquanto esforça tornar fotógrafo outro chefe tráfico.;54;3
A Vida é Bela;27. Life Is Beautiful;1997;8.6;Comédia;Quando um bibliotecário judeu e seu filho se tornarem vítimas do Holocausto, ele usará uma mistura perfeita de vontade, humor e imaginação para proteger seu filho dos perigos do campo de concentração.;Quando bibliotecário judeu filho tornarem vítimas Holocausto, usará mistura perfeita vontade, humor imaginação proteger filho perigos campo concentração.;24;2
À Espera de um Milagre;28. The Green Mile;1999;8.6;Policial;As vidas dos guardas de corredor da morte são afetadas por um dos detidos: um homem afro-americano acusado pelo assassinato e estupro de uma criança, mas com um presente misterioso.;As vidas guardas corredor morte afetadas detidos: homem afro-americano acusado assassinato estupro criança, presente misterioso.;249;8
Star Wars: Episódio IV - Uma Nova Esperança;29. Star Wars: Episode IV - A New Hope;1977;8.6;Ação;Luke Skywalker une forças com um cabaleiro Jedi, um arrogante piloto é dois dróides para salvar a galaxia enquanto tentam salvar a princesa Leia do misterioso Darth Vader.;Luke Skywalker une forças cabaleiro Jedi, arrogante piloto dois dróides salvar galaxia enquanto tentam salvar princesa Leia misterioso Darth Vader.;220;5
O Exterminador do Futuro 2: O Julgamento Final;30. Terminator 2: Judgment Day;1991;8.6;Ação;Um ciborgue, idêntico àquele que não conseguiu matar Sarah Connor, deve agora proteger seu filho adolescente, John Connor, de um ciborgue mais avançado e poderoso.;Um ciborgue, idêntico àquele conseguiu matar Sarah Connor, deve agora proteger filho adolescente, John Connor, ciborgue avançado poderoso.;141;6
De Volta para o Futuro;31. Back to the Future;1985;8.5;Aventura;Marty McFly viaja para 1955 com a máquina do tempo do cientista Dr. Brown. Ele deve garantir que seus pais se apaixonem, para não arriscar sua própria existência.;Marty McFly viaja 1955 máquina tempo cientista Dr. Brown. Ele deve garantir pais apaixonem, arriscar própria existência.;67;2
A Viagem de Chihiro;32. Spirited Away;2001;8.6;Animação;Durante a mudança de casa, uma menina de dez anos se maravilha num mundo de dioses, bruxas e espíritus e onde os humanos são transformados em bestas.;Durante mudança casa, menina dez anos maravilha mundo dioses, bruxas espíritus onde humanos transformados bestas.;21;8
Oppenheimer;33. Oppenheimer;2023;8.6;Biografia;A história do cientista americano J. Robert Oppenheimer e o seu papel no desenvolvimento da bomba atômica.;A história cientista americano J. Robert Oppenheimer papel desenvolvimento bomba atômica.;177;1
O Pianista;34. The Pianist;2002;8.5;Biografia;Um musico judeu luta para sobreviver a destruição de Varsóvia durante a segunda guerra mundial.;Um musico judeu luta sobreviver destruição Varsóvia durante segunda guerra mundial.;156;7
Psicose;35. Psycho;1960;8.5;Terror;Uma secretária de Phoenix desvia dinheiro de um cliente de sua empresa, foge e vai a um motel remoto gerido por um jovem sob o domínio da mãe.;Uma secretária Phoenix desvia dinheiro cliente empresa, foge vai motel remoto gerido jovem sob domínio mãe.;195;7
Parasita;36. Parasite;2019;8.5;Drama;Desempregados, a família de Ki-taek (Song Kang-ho) nutre um interesse peculiar pela família Park até que eles se veem presos em um inesperado incidente.;Desempregados, família Ki-taek (Song Kang-ho) nutre interesse peculiar família Park veem presos inesperado incidente.;188;4
Gladiador;37. Gladiator;2000;8.5;Ação;Um general romano planeja a melhor vingança contra o imperador corrupto que matou sua familia e o fez escravo.;Um general romano planeja melhor vingança contra imperador corrupto matou familia fez escravo.;86;2
O Rei Leão;38. The Lion King;1994;8.5;Animação;Um pequeno lion é obrigado por seu tío a fugir de casa e anos depois se da conta da sua identidade e suas responsabilidades.;Um pequeno lion obrigado tío fugir casa anos conta identidade responsabilidades.;161;8
O Profissional;39. Léon: The Professional;1994;8.5;Ação;Mathilda, uma menina de 12 anos é levada por Léon, um assassino profissional, depois que sua família é assassinada. Léon e Mathilda formam uma relação incomum, desde que ela se torna sua protegida.;Mathilda, menina 12 anos levada Léon, assassino profissional, família assassinada. Léon Mathilda formam relação incomum, desde torna protegida.;159;2
A Outra História Americana;40. American History X;1998;8.5;Policial;Um neonazista tenta evitar que seu irmão mais novo tome o mesmo caminho errado que ele.;Um neonazista tenta evitar irmão novo tome caminho errado ele.;17;7
Os Infiltrados;41. The Departed;2006;8.5;Policial;Um policial disfarçado e um espião estão tentando se identificar enquanto se infiltram em uma gangue irlandesa no sul de Boston.;Um policial disfarçado espião tentando identificar enquanto infiltram gangue irlandesa sul Boston.;183;2
Whiplash: Em Busca da Perfeição;42. Whiplash;2014;8.5;Drama;Um jovem e promissor baterista se matricula em um conservatório de música onde seus sonhos são guiados por um instrutor que não pára por nada para perceber o potencial de um aluno.;Um jovem promissor baterista matricula conservatório música onde sonhos guiados instrutor pára nada perceber potencial aluno.;246;7
O Grande Truque;43. The Prestige;2006;8.5;Drama;Depois de um trágico acidente, dois magos do palco se engajam em uma batalha para criar a ilusão final enquanto sacrificam tudo o que têm para enganar um ao outro.;Depois trágico acidente, dois magos palco engajam batalha criar ilusão final enquanto sacrificam tudo têm enganar outro.;149;3
Túmulo dos Vagalumes;45. Grave of the Fireflies;1988;8.5;Animação;Um menino e sua irmã tentam sobreviver no Japão durante a Segunda Guerra Mundial.;Um menino irmã tentam sobreviver Japão durante Segunda Guerra Mundial.;233;8
Casablanca;46. Casablanca;1942;8.5;Drama;O proprietário cético de uma boate protege um antigo amor e seu marido dos nazistas no Marrocos.;O proprietário cético boate protege antigo amor marido nazistas Marrocos.;51;4
Harakiri;47. Harakiri;1962;8.6;Ação;Um velho samurai ronin chega à casa de um senhor feudal e pede um lugar honroso para cometer suicídio. Mas quando o ronin pede um samurai mais jovem que chegou antes, os eventos seguem um curso inesperado.;Um velho samurai ronin chega casa senhor feudal pede lugar honroso cometer suicídio. Mas ronin pede samurai jovem chegou antes, eventos seguem curso inesperado.;94;3
Intocáveis;48. The Intouchables;2011;8.5;Biografia;Depois de ficar tetraplégico num acidente, um aristocrata contrata um jovem de um bairro pobre para cuidar dele.;Depois ficar tetraplégico acidente, aristocrata contrata jovem bairro pobre cuidar dele.;105;0
Tempos Modernos;49. Modern Times;1936;8.5;Comédia;Um vagabundo luta para viver na sociedade industrial moderna com a ajuda de uma jovem.;Um vagabundo luta viver sociedade industrial moderna ajuda jovem.;223;7
Cinema Paradiso;50. Cinema Paradiso;1988;8.5;Drama;Um diretor de cinema lembra como, em sua infância, ele se apaixonou pelo cinema de sua cidade e iniciou uma profunda amizade com o projecionista.;Um diretor cinema lembra como, infância, apaixonou cinema cidade iniciou profunda amizade projecionista.;56;7
Era uma Vez no Oeste;51. Once Upon a Time in the West;1968;8.5;Faroeste;Um misterioso estranhoe se junta com um bandido para proteger a uma viúva.;Um misterioso estranhoe junta bandido proteger viúva.;77;6
Janela Indiscreta;52. Rear Window;1954;8.5;Mistério;Um fotógrafo em uma cadeira de rodas espiona seus vizinhos pela janela de seu apartamento e está convencido de que um deles cometeu um assassinato.;Um fotógrafo cadeira rodas espiona vizinhos janela apartamento convencido cometeu assassinato.;108;6
Alien - O 8º Passageiro;53. Alien;1979;8.5;Terror;Depois que um navio mercante do espaço percebe uma transmissão desconhecida como uma chamada de socorro, encontra um dos tripulantes atacado por um misterioso modo de vida, e logo percebem que seu ciclo de vida simplesmente começou.;Depois navio mercante espaço percebe transmissão desconhecida chamada socorro, encontra tripulantes atacado misterioso modo vida, logo percebem ciclo vida simplesmente começou.;27;8
Luzes da Cidade;54. City Lights;1931;8.5;Comédia;Com a ajuda de um homem rico, bêbado e imprevisível, um vagabundo ingênuo que se apaixonou por uma florista cega tenta conseguir dinheiro para fornecer ajuda médica.;Com ajuda homem rico, bêbado imprevisível, vagabundo ingênuo apaixonou florista cega tenta conseguir dinheiro fornecer ajuda médica.;119;2
Apocalypse Now;55. Apocalypse Now;1979;8.4;Drama;Um oficial do exército dos Estados Unidos no Vietnã é encarregado de assassinar a um coronel que acredita ser um deus.;Um oficial exército Estados Unidos Vietnã encarregado assassinar coronel acredita deus.;34;8
Amnésia;56. Memento;2000;8.4;Mistério;Um homem com perda da memória de curto prazo tenta investigar o homicídio da sua esposa.;Um homem perda memória curto prazo tenta investigar homicídio esposa.;30;7
Django Livre;57. Django Unchained;2012;8.4;Drama;Com a ajuda de um caçador de recompensas alemão, um escravo libertado sai para resgatar sua esposa de um brutal dono de uma plantação no Mississipi.;Com ajuda caçador recompensas alemão, escravo libertado sai resgatar esposa brutal dono plantação Mississipi.;70;4
Os Caçadores da Arca Perdida;58. Indiana Jones and the Raiders of the Lost Ark;1981;8.4;Ação;Em 1936 o archeologista e aventurero Indiana Jones é contratado pelo governo dos Estados Unidos para procurar pelo Pacto da Arca, antes que os nazis o tenham primeiro.;Em 1936 archeologista aventurero Indiana Jones contratado governo Estados Unidos procurar Pacto Arca, antes nazis primeiro.;179;1
WALL·E;59. WALL·E;2008;8.4;Animação;Num futuro distante, um pequeno robô faz uma viagem que decidirá o destino da humanidade.;Num futuro distante, pequeno robô faz viagem decidirá destino humanidade.;245;2
A Vida dos Outros;60. The Lives of Others;2006;8.4;Drama;Em 1984, em Berlim Oriental, um agente da polícia secreta que cuida de um escritor e sua mulher se vê cada vez mais absorvido em suas vidas.;Em 1984, Berlim Oriental, agente polícia secreta cuida escritor mulher vê cada vez absorvido vidas.;23;2
Crepúsculo dos Deuses;61. Sunset Blvd.;1950;8.4;Drama;Um roteirista estabelece uma relação com uma fracasada estrela de cinema que quer voltar aos filmes.;Um roteirista estabelece relação fracasada estrela cinema quer voltar filmes.;63;7
Glória Feita de Sangue;62. Paths of Glory;1957;8.4;Drama;Depois de se recusar a atacar uma posição inimiga, um general acusa os soldados da covardia e seu comandante deve defendê-los.;Depois recusar atacar posição inimiga, general acusa soldados covardia comandante deve defendê-los.;87;2
Vingadores: Guerra Infinita;63. Avengers: Infinity War;2018;8.4;Ação;Os Vingadores e seus aliados deverão sacrificar tudo em uma tentativa de derrotar o poderoso Thanos antes que sua explosão de devastação ponha fim ao universo.;Os Vingadores aliados deverão sacrificar tudo tentativa derrotar poderoso Thanos antes explosão devastação ponha fim universo.;240;7
O Iluminado;64. The Shining;1980;8.4;Drama;Uma família se dirige a um hotel isolado para o inverno, onde uma presença sinistra influencia a violência do pai, enquanto seu filho psíquico vê presságios horríveis do passado e do futuro.;Uma família dirige hotel isolado inverno, onde presença sinistra influencia violência pai, enquanto filho psíquico vê presságios horríveis passado futuro.;151;2
O Grande Ditador;65. The Great Dictator;1940;8.4;Comédia;O ditador Hynkel tenta expandir seu império enquanto um pobre barbeiro judeu tenta evitar a perseguição do regime de Hynkel.;O ditador Hynkel tenta expandir império enquanto pobre barbeiro judeu tenta evitar perseguição regime Hynkel.;146;2
Testemunha de Acusação;66. Witness for the Prosecution;1957;8.4;Policial;Um veterano advogado britânico deve defender seu cliente em um julgamento de assassinato que tem surpresa após surpresa.;Um veterano advogado britânico deve defender cliente julgamento assassinato surpresa após surpresa.;224;2
Homem-Aranha: No Aranhaverso;67. Spider-Man: Into the Spider-Verse;2018;8.4;Animação;Um jovem se torna o Homem Aranha de sua realidade, cruzando seu caminho com cinco colegas de outras dimensões para impedir uma ameaça a todas as realidades.;Um jovem torna Homem Aranha realidade, cruzando caminho cinco colegas outras dimensões impedir ameaça todas realidades.;98;3
Aliens, O Resgate;68. Aliens;1986;8.4;Ação;Ellen Ripley é salvada depois de estar dormida por 57 anos. A luna que o Nostromo visitou foi colonizada mas o contado se perdeu.;Ellen Ripley salvada dormida 57 anos. A luna Nostromo visitou colonizada contado perdeu.;28;4
Beleza Americana;69. American Beauty;1999;8.3;Drama;Um pai sexualmente frustrado tem uma crise existencial depois de conhecer a melhor amiga da sua filha.;Um pai sexualmente frustrado crise existencial conhecer melhor amiga filha.;45;3
Batman: O Cavaleiro das Trevas Ressurge;70. The Dark Knight Rises;2012;8.4;Ação;Oito anos depois da anarquia do Coringa, Batman com ajuda da Mulher Gato, tentam salvar Gotham do terrorista Bane.;Oito anos anarquia Coringa, Batman ajuda Mulher Gato, tentam salvar Gotham terrorista Bane.;44;5
Bastardos Inglórios;71. Inglourious Basterds;2009;8.3;Aventura;Na França ocupada pelos nazistas durante a Segunda Guerra Mundial, um plano para assassinar líderes nazistas por parte de um grupo de soldados judeus dos EUA coincide com os planos de vingança da dona de uma sala de cinema.;Na França ocupada nazistas durante Segunda Guerra Mundial, plano assassinar líderes nazistas parte grupo soldados judeus EUA coincide planos vingança dona sala cinema.;41;4
Dr. Fantástico;72. Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;1964;8.4;Comédia;Um general alienado provoca um potencial holocausto nuclear que uma sala de guerra cheia de políticos e generais tenta freneticamente parar.;Um general alienado provoca potencial holocausto nuclear sala guerra cheia políticos generais tenta freneticamente parar.;71;2
Oldboy;73. Oldboy;2003;8.4;Ação;Depois de ter sido raptado e preso por quinze anos, Oh Dae-Su é libertado, e descobre que tem 5 dias para encontrar seu sequestrador.;Depois ter sido raptado preso quinze anos, Oh Dae-Su libertado, descobre 5 dias encontrar sequestrador.;175;9
Viva: A Vida é uma Festa;74. Coco;2017;8.4;Animação;Miguel entra na terra dos mortos para encontrar a seu bisavó quem era um lendário cantante.;Miguel entra terra mortos encontrar bisavó lendário cantante.;242;9
Amadeus;75. Amadeus;1984;8.4;Biografia;A vida, sucessos e tribulações de Wolfgang Amadeus Mozart de acordo com Antonio Salieri, um compositor que era contemporâneo, que sempre teve ciúmes dele e que alegou tê-lo matado.;A vida, sucessos tribulações Wolfgang Amadeus Mozart acordo Antonio Salieri, compositor contemporâneo, sempre ciúmes alegou tê-lo matado.;29;2
Toy Story;76. Toy Story;1995;8.3;Animação;Um brinquedo do cauboi se sente profundamente ameaçado e celoso quando um brinquedo patrulheiro espacial passa a ter mais atençao do garoto.;Um brinquedo cauboi sente profundamente ameaçado celoso brinquedo patrulheiro espacial passa ter atençao garoto.;227;3
Coração Valente;77. Braveheart;1995;8.3;Biografia;Quando sua noiva en segredo é assassinada, William Wallace comença uma revolta contra o rey Eduardo I da Inglaterra.;Quando noiva en segredo assassinada, William Wallace comença revolta contra rey Eduardo I Inglaterra.;61;4
O Barco: Inferno no Mar;78. Das Boot;1981;8.4;Drama;O mundo claustrofóbico de um submarino da Segunda Guerra Mundial, cheio de tédio, sujeira e terror.;O mundo claustrofóbico submarino Segunda Guerra Mundial, cheio tédio, sujeira terror.;136;4
Coringa;79. Joker;2019;8.4;Policial;Um comediante falido enlouquece e se torna um assassino psicopata.;Um comediante falido enlouquece torna assassino psicopata.;62;8
Vingadores: Ultimato;80. Avengers: Endgame;2019;8.4;Ação;Após os eventos devastadores de Vingadores: Guerra Infinita , o universo está em ruínas, e com a ajuda de aliados os Vingadores se reúnem para desfazer as ações de Thanos e restaurar a ordem.;Após eventos devastadores Vingadores: Guerra Infinita , universo ruínas, ajuda aliados Vingadores reúnem desfazer ações Thanos restaurar ordem.;241;2
